Frequenz;Kanal B;Invertieren A
(ms);(V);(mV)

1,55135999;0,81331830;-123,10560000
1,55391999;-0,36896880;-123,10560000
1,55647999;-1,55156100;-123,10560000
1,55903999;-2,82479300;-115,86660000
1,56159999;-3,82549500;-110,43430000
1,56415999;-4,73494700;-97,76299000
1,56671999;-5,73564900;-83,28501000
1,56927999;-6,28132000;-66,99423000
1,57183999;-6,91793600;-48,89065000
1,57439999;-7,19107600;-30,79317000
1,57695999;-7,37296700;-12,69570000
1,57951999;-7,37296700;7,21457600
1,58207999;-7,19107600;28,93765000
1,58463999;-6,82699100;47,04123000
1,58719999;-6,28132000;63,33201000
1,58975999;-5,55375800;79,62280000
1,59231999;-4,64400100;94,10077000
1,59487999;-3,73455000;104,96540000
1,59743999;-2,64290300;114,01100000
1,59999999;-1,46061600;121,25610000
1,60255999;-0,27802360;123,06280000
1,60511999;0,99520860;123,06280000
1,60767999;2,17749600;119,44330000
1,61023999;3,26914300;112,20440000
1,61279999;4,26953900;106,77210000
1,61535999;5,17929600;92,29408000
1,61791999;5,99780300;77,80999000
1,62047999;6,63472400;57,89972000
1,62303999;6,99850500;43,42173000
1,62559999;7,36228500;21,69866000
1,62815999;7,45323000;5,40788000
1,63071999;7,36228500;-16,30909000
1,63327999;7,08945000;-34,41267000
1,63583999;6,54377900;-52,51015000
1,63839999;5,90685700;-72,42652000
1,64095999;5,17929600;-86,90450000
1,64351999;4,26953900;-97,76299000
1,64607999;3,17819800;-108,62760000
1,64863999;2,08655000;-117,67940000
1,65119999;0,90426340;-123,10560000
1,65375999;-0,27802360;-126,72510000
1,65631999;-1,46061600;-121,29890000
1,65887999;-2,64290300;-117,67940000
1,66143999;-3,73455000;-108,62760000
1,66399999;-4,73494700;-99,57579000
1,66655999;-5,55375800;-85,09171000
1,66911999;-6,28132000;-68,80093000
1,67167999;-6,82699100;-50,70345000
1,67423999;-7,19107600;-30,79317000
1,67679999;-7,37296700;-12,69570000
1,67935999;-7,37296700;5,40788000
1,68191999;-7,19107600;27,12485000
1,68447999;-6,91793600;43,42173000
1,68703999;-6,37226500;61,51921000
1,68959999;-5,55375800;81,42948000
1,69215999;-4,73494700;94,10077000
1,69471999;-3,82549500;106,77210000
1,69727999;-2,64290300;114,01100000
1,69983999;-1,55156100;121,25610000
1,70239999;-0,36896880;123,06280000
1,70495999;0,81331830;123,06280000
1,70751999;1,99560500;119,44330000
1,71007999;3,17819800;114,01100000
1,71263999;4,17859400;104,96540000
1,71519999;5,08835100;94,10077000
1,71775999;5,90685700;76,00330000
1,72031999;6,54377900;63,33201000
1,72287999;7,08945000;43,42173000
1,72543999;7,36228500;25,31816000
1,72799999;7,45323000;7,21457600
1,73055999;7,36228500;-14,50239000
1,73311999;7,08945000;-34,41267000
1,73567999;6,63472400;-52,51015000
1,73823999;5,99780300;-68,80093000
1,74079999;5,17929600;-85,09171000
1,74335999;4,36048500;-99,57579000
1,74591999;3,26914300;-114,05380000
1,74847999;2,17749600;-115,86660000
1,75103999;0,99520860;-123,10560000
1,75359999;-0,27802360;-123,10560000
1,75615999;-1,36967100;-123,10560000
1,75871999;-2,55195800;-117,67940000
1,76127999;-3,64360500;-108,62760000
1,76383999;-4,64400100;-97,76299000
1,76639999;-5,55375800;-86,90450000
1,76895999;-6,28132000;-70,61372000
1,77151999;-6,82699100;-52,51015000
1,77407999;-7,19107600;-34,41267000
1,77663999;-7,37296700;-14,50239000
1,77919999;-7,37296700;5,40788000
1,78175999;-7,28202200;25,31816000
1,78431999;-6,91793600;43,42173000
1,78687999;-6,46321000;61,51921000
1,78943999;-5,73564900;77,80999000
1,79199999;-4,82589200;90,48128000
1,79455999;-3,82549500;104,96540000
1,79711999;-2,82479300;115,82380000
1,79967999;-1,64250600;117,63660000
1,80223999;-0,45991390;123,06280000
1,80479999;0,81331830;123,06280000
1,80735999;1,99560500;123,06280000
1,80991999;3,08725200;114,01100000
1,81247999;4,17859400;106,77210000
1,81503999;5,08835100;94,10077000
1,81759999;5,90685700;79,62280000
1,82015999;6,54377900;65,13871000
1,82271999;6,99850500;45,22843000
1,82527999;7,36228500;25,31816000
1,82783999;7,45323000;9,02737500
1,83039999;7,36228500;-12,69570000
1,83295999;7,08945000;-34,41267000
1,83551999;6,63472400;-50,70345000
1,83807999;6,08874800;-68,80093000
1,84063999;5,27024100;-83,28501000
1,84319999;4,45143000;-97,76299000
1,84575999;3,36008800;-108,62760000
1,84831999;2,26844100;-117,67940000
1,85087999;1,08615400;-123,10560000
1,85343999;-0,18707850;-123,10560000
1,85599999;-1,36967100;-123,10560000
1,85855999;-2,46101300;-117,67940000
1,86111999;-3,64360500;-108,62760000
